iter	RMSE
249	0.09313451147
250	0.09304441642
251	0.09299336823
252	0.09290454786
253	0.09283014196
254	0.0927769023
255	0.09273661868
256	0.0926312275
257	0.09256459502
258	0.092363077
259	0.09225407353
260	0.09218281744
261	0.09212962638
262	0.09209467164
263	0.09199283329
264	0.09194303624
265	0.0919060994
266	0.09182455958
267	0.09178707038
268	0.09170981574
269	0.09166468161
270	0.09162786675
271	0.09158633787
272	0.0914638661
273	0.09141609278
274	0.09137852323
275	0.09134639598
276	0.09126863853
277	0.0911319886
278	0.09107190356
279	0.09104274138
280	0.09096963741
281	0.09083982935
282	0.09075534698
283	0.09068076178
284	0.09063441612
285	0.09046633988
286	0.09013190131
287	0.09004860622
288	0.0900301986
289	0.09000306365
290	0.08995010296
291	0.08990453887
292	0.08984065059
293	0.08979941291
294	0.08960533627
295	0.08957960596
296	0.08950367814
297	0.08938124807
298	0.08934464138
299	0.08927293332
300	0.08924759552
301	0.08923377921
302	0.08918284
303	0.08915708676
304	0.08906937856
305	0.08904855029
306	0.08888318662
307	0.0888295095
308	0.08869139235
309	0.08864403273
310	0.08859242675
311	0.08857916686
312	0.08856111493
313	0.08851466587
314	0.08848298242
315	0.08840601588
316	0.08837292815
317	0.08809406022
318	0.08806377819
319	0.08803514576
320	0.08798723622
321	0.08775492957
322	0.08773744552
323	0.08770571319
324	0.08749134086
325	0.08747303645
326	0.0874599229
327	0.08744598009
328	0.0874269068
329	0.08738074987
330	0.08721038621
331	0.08714664322
332	0.08711025738
333	0.08706743968
334	0.08705457465
335	0.08704410733
336	0.08700446592
337	0.08698132497
338	0.08697050573
339	0.08694308406
340	0.08692752382
341	0.08683094678
342	0.08656490161
343	0.08632660179
344	0.08629075803
345	0.08623300686
346	0.08596112675
347	0.08590436835
348	0.08588489571
349	0.08584285965
350	0.08581817445
351	0.08562868833
352	0.08546009145
353	0.08544828302
354	0.08541893936
355	0.08539861302
356	0.08532250377
357	0.08516743014
358	0.08513756678
359	0.08510899712
360	0.0848975434
361	0.08486807747
362	0.08472734408
363	0.08472014602
364	0.08469633329
365	0.08462690852
366	0.0844384746
367	0.08441184044
368	0.08437890464
369	0.08419013991
370	0.08414553724
371	0.08410959174
372	0.08409601129
373	0.08395007677
374	0.08384307032
375	0.08381499767
376	0.08378137928
377	0.0837701864
378	0.08374842545
379	0.08373727948
380	0.08358070295
381	0.08346216863
382	0.08344999333
383	0.08334263548
384	0.08331286751
385	0.08325314443
386	0.08321438875
387	0.08319731584
388	0.08316855907
389	0.08304711848
390	0.08303355339
391	0.08300281137
392	0.08290998043
393	0.08288862838
394	0.08287510615
395	0.08285998738
396	0.08278657826
397	0.0827656965
398	0.08273785105
399	0.08271497675
400	0.08255301765
401	0.08254043312
402	0.08248782195
403	0.08247653562
404	0.082468757
405	0.08234750079
406	0.08232465078
407	0.0823168978
408	0.08230478057
409	0.08222429369
410	0.0820712841
411	0.08193322337
412	0.08189827029
413	0.08188286101
414	0.0818741722
415	0.08182443561
416	0.08178168966
417	0.08173590294
418	0.08161562977
419	0.0815634384
420	0.08137622034
421	0.08131132041
422	0.081226583
423	0.08111460401
424	0.08110548862
425	0.08105096106
426	0.08104077119
427	0.08102559785
428	0.08097286989
429	0.0809173154
430	0.08090302699
431	0.08073399213
432	0.08072216975
433	0.08065326075
434	0.08061926563
435	0.08057411809
436	0.08050311757
437	0.08045733528
438	0.08041815304
439	0.08037434523
440	0.08035847871
441	0.08033527002
442	0.08026794441
443	0.08014911529
444	0.08005465074
445	0.0799789369
446	0.07995654071
447	0.07991022248
448	0.07988934434
449	0.0798726368
450	0.07982389668
451	0.07975468014
452	0.07968490322
453	0.0795921056
454	0.07954956783
455	0.07953581676
456	0.07948587558
457	0.07947081377
458	0.07945993759
459	0.07934381095
460	0.07926296306
461	0.07925572573
462	0.07918775191
463	0.07917627237
464	0.07916961576
465	0.07915250138
466	0.07906397415
467	0.07905724588
468	0.07902513484
469	0.07900140948
470	0.07889664485
471	0.07876903204
472	0.0787378431
473	0.07872956224
474	0.07858275914
475	0.07858013272
476	0.0785526999
477	0.07842446413
478	0.07840708819
479	0.07833678425
480	0.07828754126
481	0.07820750139
482	0.07814072561
483	0.07812815664
484	0.07806856002
485	0.07805566319
486	0.07804187755
487	0.07796916672
488	0.07796625033
489	0.0779630817
490	0.07788142494
491	0.07787158762
492	0.07779672335
493	0.07776772468
494	0.07775742466
495	0.07767283736
496	0.07766651836
497	0.07765066608
498	0.07757735475
499	0.07757242788
500	0.07752718327
501	0.07752077386
502	0.07744942718
503	0.0773300266
504	0.07731471589
505	0.07729797462
506	0.07713321824
507	0.07695575971
508	0.07692214224
509	0.07688646004
510	0.0767820848
511	0.07676257081
512	0.07670340454
513	0.0766549785
514	0.07660482431
515	0.07660173034
516	0.07657537685
517	0.07652833017
518	0.07642907758
519	0.07638904324
520	0.0763169041
521	0.07631536941
522	0.07626830005
523	0.07623490755
524	0.07611330306
525	0.07607661337
526	0.07604136173
527	0.07596993661
528	0.07596615881
529	0.07589213805
530	0.07585012333
531	0.07579007597
532	0.07578120908
533	0.0757524064
534	0.07560743935
535	0.07550440755
536	0.07550261897
537	0.07548445761
538	0.07547009238
539	0.07532267518
540	0.07528043899
541	0.07526044697
542	0.07523055598
543	0.07516695007
544	0.0751382711
545	0.07509775185
546	0.07507937225
547	0.07505933215
548	0.07501518388
549	0.07496461461
550	0.07496084732
551	0.07490769878
552	0.07490389687
553	0.07485437826
554	0.0748126514
555	0.07478487473
556	0.07474994757
557	0.07472993727
558	0.074709779
559	0.07466929446
560	0.07465861544
561	0.07462470831
562	0.07459047496
563	0.07453194242
564	0.07449507004
565	0.07448555939
566	0.07434344721
567	0.07433412403
568	0.07423320725
569	0.07415877669
570	0.07412786195
571	0.07409232534
572	0.07408052547
573	0.07405484569
574	0.07399898706
575	0.07398905664
576	0.07398322415
577	0.07389267534
578	0.07387119835
579	0.0738315059
580	0.07381876144
581	0.07376252936
582	0.07373362597
583	0.073692187
584	0.07359911974
585	0.07353786508
586	0.07342334525
587	0.07338525667
588	0.07337516245
589	0.0733690878
590	0.07336252526
591	0.07334113196
592	0.07329115714
593	0.07328349036
594	0.07324629766
595	0.07324163918
596	0.07323886009
597	0.07321011396
598	0.07314369138
599	0.07313181948
600	0.07309273509
601	0.07306849835
602	0.07300351058
603	0.07293070379
604	0.07292677963
605	0.07292253838
606	0.07290357313
607	0.07288496063
608	0.07280030768
609	0.07273823501
610	0.07271691554
611	0.07267171704
612	0.07263973856
613	0.07263083145
614	0.0726196859
615	0.07258128212
616	0.07257376796
617	0.07255085979
618	0.07254932263
619	0.07253951232
620	0.07244532772
621	0.07243416029
622	0.07243113595
623	0.07236962625
624	0.07231360411
625	0.0722571036
626	0.07221820963
627	0.0721189666
628	0.07206066766
629	0.07199871509
630	0.07199185019
631	0.07193378408
632	0.0718860842
633	0.07187275314
634	0.07186745906
635	0.0718475654
636	0.07183984264
637	0.07183242855
638	0.07182258993
639	0.07180024203
640	0.07179409309
641	0.07173829601
642	0.07173030049
643	0.07163658464
644	0.07158946757
645	0.07157570213
646	0.07157054425
647	0.07156100657
648	0.07150860762
649	0.07141428423
650	0.07133679162
651	0.07124475499
652	0.07114053359
653	0.07110535688
654	0.07105786751
655	0.0710390068
656	0.07101717499
657	0.07099925969
658	0.07098349888
659	0.07095121762
660	0.07092490006
661	0.07091789693
662	0.07089929446
663	0.07087723351
664	0.07083920941
665	0.07078146977
666	0.07076120988
667	0.07072883501
668	0.07072403061
669	0.07065810002
670	0.07063258722
671	0.07059910462
672	0.07056969657
673	0.07056061043
674	0.07053744538
675	0.07053264199
676	0.07048963599
677	0.07047685034
678	0.07043138826
679	0.07040744823
680	0.07040248722
681	0.07038370956
682	0.07037952064
683	0.07033006676
684	0.07027429844
685	0.07025135645
686	0.07023223186
687	0.07021837529
688	0.0702087455
689	0.07014371302
690	0.07012601945
691	0.07005453728
692	0.07003610588
693	0.06998902231
694	0.06993824087
695	0.06989628936
696	0.06981137432
697	0.06980411121
698	0.06975946137
699	0.06970413535
700	0.06967091469
701	0.06966168725
702	0.06954645292
703	0.06947782645
704	0.06947257814
705	0.06940966374
706	0.0694062143
707	0.06938820464
708	0.06935987926
709	0.06929722383
710	0.06929242892
711	0.06927836506
712	0.06923592195
713	0.06912751359
714	0.06910961268
715	0.06900859952
716	0.0689892339
717	0.06897671778
718	0.06892315004
719	0.06886074911
720	0.06884820832
721	0.06882894897
722	0.06877152004
723	0.06874021511
724	0.0687061227
725	0.06866376328
726	0.06860814448
727	0.06858180529
728	0.06849734974
729	0.0684686279
730	0.06837363723
731	0.06834850474
732	0.06834160213
733	0.06832474691
734	0.06828350946
735	0.06827758073
736	0.06825844574
737	0.06821885602
738	0.06821281303
739	0.06820314566
740	0.06817635747
741	0.06816338174
742	0.06814100853
743	0.06808361956
744	0.06807846684
745	0.06801749483
746	0.06799442304
747	0.0679730896
748	0.06794026062
749	0.06792129116
750	0.0679106886
751	0.06783599627
752	0.06781078556
753	0.06776847266
754	0.06776211051
755	0.06773451271
756	0.06772892584
757	0.06772076191
758	0.06771673473
759	0.06766481631
760	0.06761909125
761	0.06753408986
762	0.06749349611
763	0.06745803883
764	0.06745660384
765	0.06743943476
766	0.06739938454
767	0.06739439513
768	0.06737908275
769	0.06735089223
770	0.06734577836
771	0.06729765465
772	0.06729096011
773	0.06728737739
774	0.06723921849
775	0.06720511288
776	0.06719916364
777	0.06716660478
778	0.06716057345
779	0.06714204806
780	0.06711767017
781	0.06710659872
782	0.06708995663
783	0.06706076731
784	0.06702572461
785	0.06698498121
786	0.06691421631
787	0.06690267205
788	0.06684186833
789	0.06678767509
790	0.06678534103
791	0.06677934038
792	0.06675245252
793	0.06673408518
794	0.0667235339
795	0.06671887177
796	0.06670075358
797	0.06666879091
798	0.06666334799
799	0.06663934348
800	0.0666230661
801	0.06660779649
802	0.06658926423
803	0.06655835612
804	0.06653493883
805	0.06651356925
806	0.06650771109
807	0.0664469102
808	0.06642427334
809	0.06641431176
810	0.06632813689
811	0.06629647353
812	0.06619292533
813	0.06616619279
814	0.06615204618
815	0.06614863908
816	0.0660893454
817	0.06606729061
818	0.0660461038
819	0.06603700179
820	0.06601906502
821	0.06595436258
822	0.06593587786
823	0.06593369102
824	0.06589231331
825	0.06581022336
826	0.06580012485
827	0.06579672464
828	0.06577319258
829	0.06558107541
830	0.06555875192
831	0.06555579959
832	0.06550535307
833	0.06549816387
834	0.06549121853
835	0.06548199578
836	0.06546888998
837	0.06541738102
838	0.06534956624
839	0.06533828431
840	0.06531911269
841	0.06526668655
842	0.06526058415
843	0.06523405809
844	0.06522930445
845	0.06511517065
846	0.06511023166
847	0.06508686985
848	0.06505547411
849	0.0650211574
850	0.06498807614
851	0.06496396847
852	0.06496225165
853	0.06496005001
854	0.06494492452
855	0.0649396245
856	0.06492195438
857	0.06490838362
858	0.06489591796
859	0.06488337228
860	0.06487803539
861	0.0647357478
862	0.06470316232
863	0.06469370292
864	0.06468934757
865	0.06461839205
866	0.06459016279
867	0.06457713055
868	0.0645398332
869	0.06453840752
870	0.06451118396
871	0.06450071965
872	0.06448875622
873	0.0644775062
874	0.06446328613
875	0.06443056885
876	0.06442281729
877	0.06439568805
878	0.06437962665
879	0.06436604077
880	0.0643499111
881	0.06426777834
882	0.06426393704
883	0.06424284617
884	0.06423523452
885	0.06419376718
886	0.06418276602
887	0.06413536256
888	0.06410577762
889	0.06407583301
890	0.06406630886
891	0.0640568499
892	0.06403923444
893	0.06403322135
894	0.06396662756
895	0.06396488672
896	0.06395468383
897	0.0639363014
898	0.06389403826
899	0.06388619773
900	0.06387706709
901	0.06384303896
902	0.06384162196
903	0.06382831909
904	0.06382057887
905	0.06378293773
906	0.06372747787
907	0.06370820747
908	0.06370328576
909	0.06368739168
910	0.063676057
911	0.06366351466
912	0.06365894472
913	0.06353082266
914	0.06347502335
915	0.0634699489
916	0.06346143582
917	0.06345159515
918	0.06338568868
919	0.06333273061
920	0.06332579986
921	0.06331907199
922	0.06328650766
923	0.06327458598
924	0.06326661345
925	0.06325613132
926	0.06325069305
927	0.06322148642
928	0.06319398592
929	0.06318871363
930	0.06315375655
931	0.06314176735
932	0.06311457863
933	0.06304825634
934	0.06302718062
935	0.06297138445
936	0.06295542849
937	0.06294131449
938	0.06290911241
939	0.06290265529
940	0.06288954974
941	0.06284895835
942	0.06280343605
943	0.06276151607
944	0.06274981002
945	0.06273482733
946	0.06272783721
947	0.06270497596
948	0.06268881037
949	0.06266506836
950	0.06265613296
951	0.06265056326
952	0.06264077137
953	0.06262411181
954	0.06262031117
955	0.06252942164
956	0.06251758967
957	0.06251264798
958	0.06250446991
959	0.06249758498
960	0.06248375982
961	0.06247929327
962	0.06247596038
963	0.0624291312
964	0.06241506613
965	0.06241066861
966	0.06240483966
967	0.06235788776
968	0.06234525223
969	0.06233569104
970	0.06232254701
971	0.06231224426
972	0.06229878159
973	0.0622689743
974	0.06226565888
975	0.06225643185
976	0.0622475748
977	0.06222011845
978	0.06220967669
979	0.06220199301
980	0.06218871116
981	0.06217615281
982	0.06215762142
983	0.06215161183
984	0.06213680193
985	0.06213457929
986	0.0621046311
987	0.06204327196
988	0.06204153567
989	0.06200531288
990	0.06198710372
991	0.06198273594
992	0.06196747299
993	0.06195134198
994	0.06186277154
995	0.06185562236
996	0.06180305637
997	0.06178943543
998	0.06177325445
999	0.06175930952
